date,open,high,low,close,volume
2025-09-03,21120.54,21231.41,20878.66,20951.48,17736.84
2025-09-04,20951.48,21472.97,20833.91,21252.70,18358.75
2025-09-05,21252.70,21443.73,21014.48,21053.86,18329.70
2025-09-08,21053.86,21177.93,20835.45,20873.66,21995.33
2025-09-09,20873.66,20894.55,20833.21,20845.87,18643.64
2025-09-10,20845.87,21167.51,19982.54,20308.01,20050.94
2025-09-11,20308.01,20507.56,19242.16,19661.56,18440.41
2025-09-12,19661.56,19785.41,19613.97,19713.70,14643.15
2025-09-15,19713.70,19786.51,19626.84,19779.79,18218.13
2025-09-16,19779.79,19810.95,19655.46,19697.22,18079.72
2025-09-17,19697.22,19789.44,19652.09,19751.63,18415.71
2025-09-18,19751.63,19906.30,19246.91,19475.51,21235.49
2025-09-19,19475.51,19668.64,19435.26,19593.80,17721.52
2025-09-22,19593.80,19892.16,19537.08,19769.48,16685.48
2025-09-23,19769.48,20014.65,19326.70,19580.78,14574.08
2025-09-24,19580.78,19637.29,19534.09,19540.16,21155.81
2025-09-25,19540.16,19780.17,19164.34,19221.91,15643.33
2025-09-26,19221.91,19584.48,19061.77,19390.12,21927.15
2025-09-29,19390.12,19670.39,19177.45,19593.71,19443.46
2025-09-30,19593.71,19648.61,19576.62,19586.70,19355.22
2025-10-01,19586.70,19709.54,19542.09,19627.56,20290.75
2025-10-02,19627.56,19857.18,19520.35,19738.70,15146.76
2025-10-03,19738.70,19819.57,19687.07,19774.64,21267.11
2025-10-06,19774.64,19799.10,19705.36,19753.35,18093.95
2025-10-07,19753.35,19833.30,19628.43,19682.27,15292.59
2025-10-08,19682.27,19991.75,18766.25,19225.80,15837.67
2025-10-09,19225.80,19249.96,19139.27,19167.22,20889.66
2025-10-10,19167.22,19486.46,19060.17,19428.73,16196.21
2025-10-13,19428.73,19566.72,18857.55,19058.28,19651.44
2025-10-14,19058.28,19077.45,19029.97,19052.98,17462.56
2025-10-15,19052.98,19161.49,18950.42,18970.14,21169.17
2025-10-16,18970.14,19047.15,18954.27,19016.97,18942.38
2025-10-17,19016.97,19186.52,18978.80,19093.21,14622.04
2025-10-20,19093.21,19220.95,18695.70,18829.66,16511.08
2025-10-21,18829.66,18967.10,18570.41,18600.86,18804.58
2025-10-22,18600.86,19007.51,17935.19,18224.47,21117.97
2025-10-23,18224.47,18387.14,18203.37,18303.88,19954.34
2025-10-24,18303.88,18331.31,18022.39,18082.38,14590.91
2025-10-27,18082.38,18361.90,17933.79,18204.90,16593.36
2025-10-28,18204.90,18238.73,18062.74,18107.39,15002.96
2025-10-29,18107.39,18133.19,18029.73,18067.50,16235.99
2025-10-30,18067.50,18312.90,17987.36,18168.03,19817.28
2025-10-31,18168.03,18302.30,18160.94,18242.83,18504.62
2025-11-03,18242.83,18684.39,17335.61,17747.39,14657.27
2025-11-04,17747.39,18137.51,17642.57,18047.98,20964.28
2025-11-05,18047.98,18096.00,17980.42,18020.28,15009.49
2025-11-06,18020.28,18053.87,17402.73,17518.90,15789.35
2025-11-07,17518.90,17598.22,17471.44,17483.78,23601.82
2025-11-10,17483.78,17500.34,17350.00,17383.72,21945.39
2025-11-11,17383.72,17671.50,17335.31,17670.05,18554.38
2025-11-12,17670.05,17762.69,17640.65,17733.18,16725.43
2025-11-13,17733.18,17951.46,17652.25,17909.54,15304.49
2025-11-14,17909.54,18038.59,17401.57,17516.72,23407.09
2025-11-17,17516.72,18048.03,17438.05,17956.05,18346.74
2025-11-18,17956.05,18041.50,17874.79,17889.58,17850.33
2025-11-19,17889.58,17977.54,17767.28,17916.70,15355.61
2025-11-20,17916.70,18013.58,17717.29,17763.13,18615.49
2025-11-21,17763.13,17964.86,17680.02,17925.74,15178.25
2025-11-24,17925.74,17989.14,17392.93,17500.29,19584.76
2025-11-25,17500.29,17979.12,17428.96,17896.06,17018.19
2025-11-26,17896.06,17942.46,17569.71,17623.28,31634.72
2025-11-27,17623.28,17681.07,17309.12,17374.84,27094.19
2025-11-28,17374.84,17567.02,17310.30,17474.52,25477.11
2025-12-01,17474.52,17474.59,17262.58,17305.05,29084.56
