date,open,high,low,close,volume
2025-09-03,38008.68,39135.64,37851.54,39120.16,29197.82
2025-09-04,39120.16,39387.97,39085.39,39344.23,31407.09
2025-09-05,39344.23,40683.18,39221.74,40647.29,12436.18
2025-09-08,40647.29,41079.78,40543.45,41000.62,14273.98
2025-09-09,41000.62,41274.58,39844.84,39852.51,17904.61
2025-09-10,39852.51,41008.94,39726.64,40906.59,12112.55
2025-09-11,40906.59,41479.21,40760.58,41353.50,12750.05
2025-09-12,41353.50,41534.53,40346.78,40366.19,14534.69
2025-09-15,40366.19,41263.76,40256.61,41217.23,15508.16
2025-09-16,41217.23,41662.63,40138.85,40440.36,18019.64
2025-09-17,40440.36,41335.58,40183.69,41168.97,17305.79
2025-09-18,41168.97,42298.48,41076.45,42225.00,15856.52
2025-09-19,42225.00,42909.43,41960.83,42851.11,29909.48
2025-09-22,42851.11,42922.34,41670.19,41827.90,12182.12
2025-09-23,41827.90,41876.62,41511.16,41626.55,15424.31
2025-09-24,41626.55,41732.33,41035.86,41287.30,15567.84
2025-09-25,41287.30,41666.82,40359.65,40746.34,13739.71
2025-09-26,40746.34,41009.94,39208.76,39427.82,30483.59
2025-09-29,39427.82,40658.51,39401.19,40628.83,15848.99
2025-09-30,40628.83,40740.49,40298.38,40470.64,15580.47
2025-10-01,40470.64,41116.52,40434.02,40952.29,16009.83
2025-10-02,40952.29,41077.58,40355.33,40406.28,16346.83
2025-10-03,40406.28,41388.40,40209.96,41197.85,18302.67
2025-10-06,41197.85,41279.52,40000.98,40181.06,12671.01
2025-10-07,40181.06,40693.98,39833.98,40690.90,14712.74
2025-10-08,40690.90,41435.04,40370.73,41190.21,13500.18
2025-10-09,41190.21,42590.09,41149.54,42442.04,28285.28
2025-10-10,42442.04,43079.93,42420.57,42968.21,22866.25
2025-10-13,42968.21,43088.08,41837.88,42079.37,12806.73
2025-10-14,42079.37,42509.91,41036.51,41312.96,19397.71
2025-10-15,41312.96,41502.71,40950.89,41066.27,16328.92
2025-10-16,41066.27,42555.26,40833.77,42291.51,19064.67
2025-10-17,42291.51,42468.23,41278.79,41633.93,18853.02
2025-10-20,41633.93,41944.03,41135.35,41360.44,15796.14
2025-10-21,41360.44,43139.25,40909.93,42792.83,27219.07
2025-10-22,42792.83,42808.19,41922.38,42098.32,18492.61
2025-10-23,42098.32,42115.02,41045.33,41092.31,16529.92
2025-10-24,41092.31,41095.85,40311.38,40562.82,18096.01
2025-10-27,40562.82,40787.97,40298.22,40654.32,12262.20
2025-10-28,40654.32,41002.43,40420.11,40802.50,13714.94
2025-10-29,40802.50,41626.88,40397.44,41509.35,14876.24
2025-10-30,41509.35,41603.78,41388.89,41522.87,14371.67
2025-10-31,41522.87,42193.18,41342.95,42068.75,15178.77
2025-11-03,42068.75,42163.88,40046.65,40077.42,12376.59
2025-11-04,40077.42,40197.98,39835.44,39917.25,13579.54
2025-11-05,39917.25,40408.15,39803.62,40254.53,13622.15
2025-11-06,40254.53,40959.06,40031.56,40775.37,14510.44
2025-11-07,40775.37,41139.13,40735.41,40999.58,17443.29
2025-11-10,40999.58,42066.32,40774.06,41796.63,17309.91
2025-11-11,41796.63,42803.78,41343.56,42665.22,20217.32
2025-11-12,42665.22,43397.06,42543.22,43346.34,27180.93
2025-11-13,43346.34,43356.39,43137.26,43342.44,26823.17
2025-11-14,43342.44,43377.99,43066.43,43148.69,39651.04
2025-11-17,43148.69,43401.68,43072.88,43216.78,23114.13
2025-11-18,43216.78,43340.41,42152.71,42327.14,17288.66
2025-11-19,42327.14,42751.14,42203.26,42595.43,24300.20
2025-11-20,42595.43,42884.94,40920.41,41225.10,14262.69
2025-11-21,41225.10,42251.22,41198.02,42231.97,17636.19
2025-11-24,42231.97,42275.17,41493.88,41513.42,18974.12
2025-11-25,41513.42,42098.14,41258.42,41843.80,15693.13
2025-11-26,41843.80,43726.52,41541.18,43513.27,29441.69
2025-11-27,43513.27,43522.55,43322.50,43437.55,22013.98
2025-11-28,43437.55,44250.06,43198.06,44088.31,17276.21
2025-12-01,44088.31,44319.25,42774.07,43029.24,30360.97
